,author,published_at,updated_at,like_count,text,sentimiento
500,@nezaetferati2490,2023-09-30T18:07:34Z,2023-09-30T18:07:34Z,0,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0.0
501,@glennoc8585,2023-09-30T16:00:00Z,2023-09-30T16:00:00Z,0,Got zero chance if becoming president elect again.,0.25
502,@skittlezz727,2023-09-30T15:10:12Z,2023-09-30T15:10:12Z,0,Go to jail! Wooooo! Yeah! Our criminal former president,-0.4724
503,@ishowspeedyoungverson3578,2023-09-30T10:18:42Z,2023-09-30T10:18:42Z,0,Fut,0.0
504,@ongang732,2023-09-30T10:00:31Z,2023-09-30T10:00:31Z,0,Criminal walk,-0.5267
505,@realgagne8523,2023-09-30T08:05:59Z,2023-09-30T08:05:59Z,0,All 4 people 😂😂😂😂,0.0
506,@josephmacias9678,2023-09-30T07:00:28Z,2023-09-30T07:00:28Z,0,All these comments say they want to lock him up. How about we lock up Biden 😂,0.0772
507,@davidgutierrez20818,2023-09-30T06:26:02Z,2023-09-30T06:26:02Z,0,We&#39;ll see how he greets them when he goes to jail 😂,0.1531
508,@theenigma9100,2023-09-30T03:35:34Z,2023-09-30T03:35:34Z,0,Barf!🤮,0.0
509,@cuteo992,2023-09-30T03:31:16Z,2023-09-30T03:31:16Z,0,Trump #1,0.0
510,@lowroad4257,2023-09-29T23:24:56Z,2023-09-29T23:24:56Z,0,LOL.  Treasonous loser criminal.,-0.7886
511,@user-mj6th5jb9x,2023-09-29T22:42:45Z,2023-09-29T22:42:45Z,0,Maimi too what a shame,-0.4767
512,@user-ce8jq6jl2j,2023-09-29T21:31:57Z,2023-09-29T21:31:57Z,0,🤮👎,0.0
513,@billionairenm1398,2023-09-29T18:51:04Z,2023-09-29T18:51:04Z,1,Mr President! We love you❤,0.6696
514,@randyaldridge3386,2023-09-29T18:36:24Z,2023-09-29T18:36:24Z,0,I weep for the USA. What a joke he is and people refuse to open their eyes thinking some how they are supporting our way of life.,-0.2023
515,@XRPKINGS,2023-09-29T17:27:50Z,2023-09-29T17:27:50Z,0,That’s my orange funny clown guy! 😂🤡😂🤡😂🤡,0.4926
516,@_ID_as_Non_Bidenary,2023-09-29T16:52:22Z,2023-09-29T16:52:22Z,21,That&#39;s my President. TRUMP 2024! 🇺🇲,0.0
517,@beverlymcleod6184,2023-09-29T16:05:11Z,2023-09-29T16:05:11Z,0,"We need a president who goes to a fake union meeting and lies about the union backing him. Didn&#39;t he stop to the think the truth would be revealed. I guess to a dimwitted maga, it doesn&#39;t matter.",-0.6808
518,@user-bl1rv3yb3p,2023-09-29T15:34:53Z,2023-09-29T15:34:53Z,0,best incompetent stupid loser Ever,-0.6908
519,@eddieburke2370,2023-09-29T13:57:53Z,2023-09-29T13:57:53Z,0,No autograph hunter&#39;s surprisingly,0.0
520,@Psychopopo,2023-09-29T11:53:06Z,2023-09-29T11:53:06Z,0,"It’s cray that uneducated people are voting for America, How do I vote for trump as a foreigner.",0.0
521,@lscummings,2023-09-29T09:27:14Z,2023-09-29T09:27:14Z,4,"My family loves you too Former President Donald Trump. Wish he can be our President again, I would vote for him, I tried keeping him in there but naw some people had to pick who they picked and it is what it is now.",0.4939
522,@BryanJohnson-qb1se,2023-09-29T08:48:15Z,2023-09-29T08:48:15Z,3,He’ll be calling Putin for a loan in about a year.,0.0
523,@user-ut6nu5go7j,2023-09-29T06:48:07Z,2023-09-29T06:48:07Z,0,Somebody get rid of this man,0.0
524,@mavabrother3149,2023-09-29T06:02:43Z,2023-09-29T06:02:43Z,0,Lock him up!!!!!,0.0
525,@dewarderek3316,2023-09-29T02:44:28Z,2023-09-29T02:44:28Z,1,My man,0.0
526,@lickme3284,2023-09-29T02:22:23Z,2023-09-29T02:22:23Z,3,The BEST President of all time.  Trump 45. MAGA,0.7125
527,@ruralidiot5533,2023-09-29T01:23:04Z,2023-09-29T01:23:04Z,0,We have entered the 4th Turning and great changes are upon us. Trump has exposed them for who and what they truly are.,0.7717
528,@OG-Destroyer-zw2lf,2023-09-29T01:05:01Z,2023-09-29T01:05:01Z,0,Criminal,-0.5267
529,@bencapone9583,2023-09-28T23:54:17Z,2023-09-28T23:54:17Z,0,Love for what!! lying to us putting us in jail taking are money. Played gulf more than he was in the Whitehouse.,0.5837
530,@alvaroestrada3996,2023-09-28T22:21:20Z,2023-09-28T22:21:20Z,3,ERIC NEXT US PRESIDENT! . . 🔥,0.0
531,@Christ796,2023-09-28T19:34:59Z,2023-09-28T19:34:59Z,0,Come back man and save us from the Devils 🙏🏻,-0.128
532,@alicewistrand210,2023-09-28T16:42:33Z,2023-09-28T16:42:33Z,0,Fry him,0.0
533,@FullNelsonPromotions,2023-09-28T10:47:34Z,2023-09-28T10:47:34Z,0,TRUMP 2024!,0.0
534,@rockythetrueone6201,2023-09-28T08:22:02Z,2023-09-28T08:22:02Z,0,😂What a loser😅,0.0
535,@sandrasoto2020,2023-09-28T04:35:07Z,2023-09-28T04:35:07Z,6,Bendiciones  Sr. TRUMP 🎉🎉🎉,0.0
536,@jonathanbecker8935,2023-09-28T02:00:56Z,2023-09-28T02:00:56Z,0,Worst President and human being ever!,-0.6588
537,@DelightLovesMovies,2023-09-27T20:43:52Z,2023-09-27T20:43:52Z,0,Loser,-0.5267
538,@mirnaparraga4018,2023-09-27T15:17:13Z,2023-09-27T15:17:13Z,0,Trump 2024 🇺🇸,0.0
539,@shawnl7945,2023-09-27T11:14:50Z,2023-09-27T11:14:50Z,0,That guy on his right needs to breath before he passes out! Hahaha 😂😂 Take it easy Flex!!!!!,0.8257
540,@LuisMacias-ku3of,2023-09-26T22:01:52Z,2023-09-26T22:01:52Z,0,Jailbird,0.0
541,@sergeysergeev9117,2023-09-26T22:00:13Z,2023-09-26T22:00:13Z,0,Awesome dude,0.6249
542,@dcphil4,2023-09-26T21:47:56Z,2023-09-26T21:47:56Z,0,There goes the guy who tried to steal an election and our democracy.,-0.4939
543,@jesusherrera3596,2023-09-26T20:47:10Z,2023-09-26T20:47:10Z,0,"The Mind Behind Trump, is The Snl, Jared....Jewis Power",0.0
544,@kellyklitso9421,2023-09-26T20:22:15Z,2023-09-26T20:22:15Z,0,Lock him up,0.0
545,@fhouston5191,2023-09-26T12:24:20Z,2023-09-26T12:24:20Z,16,That fucking dude did it the best as a president!,0.6696
546,@dantheman1534,2023-09-26T05:05:20Z,2023-09-26T05:05:20Z,0,prep a new spot for 45 on Rushmore,0.0
547,@sallysalberg9359,2023-09-26T04:18:21Z,2023-09-26T04:18:21Z,0,So glad the secret service are on it! Protect our true president. ❤❤❤,0.8395
548,@user-bq5ez4tb1m,2023-09-25T15:24:20Z,2023-09-25T15:24:19Z,1,Đến từ Việt Nam Xin chào ngài trum chúc ngài sức khỏe,0.0
549,@64FergMondoLoc,2023-09-25T15:03:25Z,2023-09-25T15:03:25Z,0,Make America Great Again Trump 2024 !🇺🇸,0.6588
550,@Big.C,2023-09-25T08:14:14Z,2023-09-25T08:14:14Z,0,Deluded Americans who vote for pensioners 😢,0.0
551,@martinleavitt6094,2023-09-25T02:11:58Z,2023-09-25T02:11:58Z,1,👍🇺🇲🙏,0.0
552,@chapo762,2023-09-25T01:34:29Z,2023-09-25T01:34:29Z,0,😂😂😂😂😂,0.0
553,@AppraisersOffice,2023-09-24T23:13:58Z,2023-09-24T23:13:57Z,1,Trump go to jail.,0.0
554,@frediproga4681,2023-09-24T18:19:15Z,2023-09-24T18:19:15Z,0,TRUMP IS RUSIEN AGENT,0.0
555,@GreatDetecting,2023-09-24T16:09:24Z,2023-09-24T16:09:24Z,0,🇺🇸,0.0
556,@beverleecarrell510,2023-09-24T06:52:53Z,2023-09-24T06:52:53Z,0,TRUMP 🥰,0.0
557,@lorir3154,2023-09-24T05:52:46Z,2023-09-24T05:52:46Z,1,Wonder what the Frump lovers are going to do when he finally gets jail time for his numerous crimes!,0.5707
558,@patricialagerlof6569,2023-09-24T05:25:12Z,2023-09-24T05:25:12Z,28,president Trump my family and I love you may God bless you always,0.8442
559,@marceloclaro9344,2023-09-24T05:01:29Z,2023-09-24T05:01:29Z,0,Volverá a gobernar 2024,0.0
560,@susanstrickland6774,2023-09-24T03:02:41Z,2023-09-24T03:02:40Z,0,The People&#39;s President 🇺🇸.,0.0
561,@mikrellim8119,2023-09-24T02:23:42Z,2023-09-24T02:23:42Z,0,I think that was three people yelling at him.  Three crazy peeps.,-0.34
562,@annevallely2788,2023-09-24T01:29:47Z,2023-09-24T01:29:47Z,1,Lock him up! Lock him up!,0.0
563,@stevemundy9886,2023-09-24T00:35:25Z,2023-09-24T00:35:25Z,1,The greatest president in US history,0.6369
564,@BenGellis,2023-09-23T23:26:12Z,2023-09-23T23:26:12Z,52,I can&#39;t wait to see him win in 2024,0.5859
565,@banksiasong,2023-09-23T22:42:17Z,2023-09-23T22:42:17Z,0,Criminal perp. walks to court to beg corrupt J. Cannon.,-0.5267
566,@tommywells5381,2023-09-23T22:25:48Z,2023-09-23T22:25:48Z,1,Suckholes 😂😂😂😂😂😂,0.0
567,@VictorRodriguez-be1dg,2023-09-23T18:49:08Z,2023-09-23T18:49:08Z,2,LOCK HIM UP,0.0
568,@dimitrilasscher1442,2023-09-23T18:24:32Z,2023-09-23T18:24:32Z,0,The biggest criminal in teh US,-0.5267
569,@seesthruit,2023-09-23T18:01:21Z,2023-09-23T18:01:20Z,0,Puke!,-0.5707
570,@saramartinez3289,2023-09-23T15:51:20Z,2023-09-23T15:51:19Z,1,♥️DONAL J.TRUMP♥️GOD IS WITH YOU🕊️PSALM:91🙏AND YOUR TRIUMPH🇺🇸OVER ALL YOUR ENEMIES✋🏻WILL BE YOUR TESTIMON👑ALMIGHTY CREATOR GOD PROMISE YOU🙏AMÉN 🕊️♥️🙏🇺🇸🦅🗽🇺🇸,0.7065
571,@stevenmotta7754,2023-09-23T15:17:47Z,2023-09-23T15:17:46Z,2,Hiiii Hiiii Trump Hurry up &amp; get convicted and imprison for the rest of your life! Hurry hurry hurry 😂😂🤣🤣🤣🤣🤣,0.0
572,@Mammalammaful,2023-09-23T14:28:33Z,2023-09-23T14:28:33Z,0,Ex-presidential perp walk. Can’t wait until this vermin is gone for good,0.4404
573,@selbyzuma2853,2023-09-23T13:21:23Z,2023-09-23T13:21:23Z,0,Americans just love trouble that Trump nearly made a coup attempt .,0.3612
574,@jean-michelb7290,2023-09-23T09:48:26Z,2023-09-23T09:48:26Z,0,The dude tryed to trick the election and ppl yelling ; THANK YOU! <br>😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0.5147
575,@petritkapaj3854,2023-09-23T07:34:04Z,2023-09-23T07:34:04Z,0,Trump President 2024🙏🙏🙏,0.0
576,@setnsun21,2023-09-23T06:10:08Z,2023-09-23T06:10:08Z,1,Crooked as the day is long,0.0
577,@mikewiddowson5355,2023-09-23T05:24:02Z,2023-09-23T05:24:02Z,0,"Well send you cookies, quarter pounders, hair spray. Whatever you need in prison Mr. Trump. Soap, plenty of soy.",-0.296
578,@user-lt7ys8gl9g,2023-09-23T05:17:18Z,2023-09-23T05:17:17Z,7,Lock his ass up!!! And throw the key away!!!!,-0.6876
579,@JohnOneall-pg1qu,2023-09-23T04:15:34Z,2023-09-23T04:15:34Z,0,"Please be careful and everything,  do things that this country will not forget, please Mr Trump Please. My chain to Democrats is severed forever and ever.",0.3408
580,@amber123tatis,2023-09-23T03:47:25Z,2023-09-23T03:47:25Z,0,TRUMP 2024❤ I vote Trump❤️❤️❤️🙏🏻🙏🏻🙏🏻,0.0
581,@cactuspete741,2023-09-23T03:13:50Z,2023-09-23T03:13:50Z,0,Booooooò,0.0
582,@chriswright8713,2023-09-23T02:55:00Z,2023-09-23T02:55:00Z,0,"It&#39;s hard to believe the evil that&#39;s in the white house,and this brave man is a victim to this evil, but he goes through it because he loves America, he could be living a wonderful happy life with no problems, ask Biden to suffer on your behalf and he will laugh in your face.",0.8074
583,@lindamatthews7506,2023-09-23T02:36:18Z,2023-09-23T02:36:17Z,0,TRUMP 2024,0.0
584,@lunchroomwharf7428,2023-09-23T02:04:42Z,2023-09-23T02:04:42Z,0,Where is Mr. Oswald when you need him?,0.0
585,@paulkay3307,2023-09-23T01:32:35Z,2023-09-23T01:32:35Z,0,Lock him up! Desantis 2024!<br>We don’t need rapists who brag about committing sexual assault and like to show off classified documents to show off. What a buffoon!<br>Desantis 2024!,-0.816
586,@user-oj2fl3ym8l,2023-09-23T01:10:40Z,2023-09-23T01:10:40Z,0,"Hey,I used to be out on bail too",0.0
587,@phillipgonzales4617,2023-09-23T00:49:52Z,2023-09-23T00:49:52Z,1,Dear Sir you belong in a prison,-0.1779
588,@BarryL.-zw4nr,2023-09-23T00:00:46Z,2023-09-23T00:00:45Z,0,We are rooting for you Mr. President Trump...,0.0
589,@viennanguyen7995,2023-09-23T00:00:10Z,2023-09-23T00:00:10Z,0,👍❤🇺🇸👍❤️👏🏼👏🏼👏🏼👏🏼👏🏼,0.0
590,@hectorcarcamo9681,2023-09-22T23:44:21Z,2023-09-22T23:44:20Z,0,I hope he stay in jail,0.4404
591,@oscargarcia8573,2023-09-22T23:20:36Z,2023-09-22T23:20:36Z,0,TRUMP 2024 ❤❤❤🇺🇸🇺🇸🇺🇸,0.0
592,@russgoody5708,2023-09-22T22:52:48Z,2023-09-22T22:52:48Z,0,"Where was he going, off to lose another court case?",-0.4019
593,@jonathanjones6072,2023-09-22T22:14:21Z,2023-09-22T22:14:20Z,0,on the taxpayer dime. spend your own money.,0.0
594,@SaraGrant-xj4lr,2023-09-22T21:39:46Z,2023-09-22T21:39:46Z,0,LOCK THAT TRAITOR TO AMERICA 🇺🇸 UP ! AMMENDMENT 14 !,0.0
595,@IDEAWORLDWIDEINC,2023-09-22T19:26:33Z,2023-09-22T19:26:32Z,1,Why is this insurrection is walking around free? Lock him up.,0.5106
596,@Edgarcocho1,2023-09-22T19:23:37Z,2023-09-22T19:23:37Z,0,Los reyes de este mundo,0.0
597,@FVlzqz69,2023-09-22T19:19:01Z,2023-09-22T19:19:01Z,4,LOCK HIM UP!!,0.0
598,@CrunchDramaNetwork,2023-09-22T13:50:45Z,2023-09-22T13:50:45Z,0,We NEVER SEE THIS WITH BIDEN,0.0
599,@CANTTTHINK,2023-09-22T06:07:46Z,2023-09-22T06:07:46Z,0,"WE LOVE YOU DONALD TRUMP !!! KURT COBAIN WAS RIGHT ABOUT YOU , YOU KNOW !!!!!",0.7964
600,@chaddrake1276,2023-09-22T03:51:44Z,2023-09-22T03:51:44Z,0,Trump is the best president ever,0.6369
601,@fedoracardenas5586,2023-09-22T03:17:32Z,2023-09-22T03:17:32Z,1,The best gay in the world!!!,0.7249
602,@williamlarson275,2023-09-22T02:53:53Z,2023-09-22T02:53:53Z,0,Looser,0.0
603,@DieuSeul19,2023-09-21T23:23:52Z,2023-09-21T23:23:52Z,0,TRUMP SERA LE PRÉSIDENT,0.0
604,@Fedup933,2023-09-21T17:45:54Z,2023-09-21T17:45:54Z,1,"I talked to God, he or she, God told me that rump is a con man, and a wannabe dictator, a rapist, draft dodger, unethical person, and a liar. God is great.",-0.4767
605,@CesarLopez-ms9lg,2023-09-21T17:29:04Z,2023-09-21T17:29:04Z,0,Just waiting for you <br>Mr. President...,0.0
606,@user-cg1mw2ux3h,2023-09-21T17:18:30Z,2023-09-21T17:18:30Z,5,Criminal Trump next stop Federal Prison,-0.836
607,@jonathanandjoshuahumor2215,2023-09-21T14:21:48Z,2023-09-21T14:21:48Z,0,Porqueria de ser humano,0.0
608,@mahadehasankhan8536,2023-09-21T12:10:55Z,2023-09-21T12:10:55Z,0,Hi. My. President. Mr. Donald j. Trump.😊.,0.0
609,@user-me9uw9fi6x,2023-09-21T08:02:46Z,2023-09-21T08:02:46Z,0,We look ve you❤! Yeah! We love ❤️ you. May God turn your enemies against each other.,0.7081
610,@alejandroorozco833,2023-09-21T04:53:19Z,2023-09-21T04:53:19Z,0,Thanks for the insurrection! 4 people are not alive thanks to you!,-0.3125
611,@mikewilliams5642,2023-09-21T01:20:03Z,2023-09-21T01:20:03Z,0,The whole world hates biden and the media has to lie to keep him safe.,0.0
612,@diesel_enduro,2023-09-20T23:26:45Z,2023-09-20T23:26:45Z,0,Shameful what they are doing to this man...,-0.4939
613,@kamarachristopher2866,2023-09-20T21:53:16Z,2023-09-20T21:54:37Z,15,Was my greatest presedent ❤all the time 💪💪💪,0.6369
614,@issalaye4468,2023-09-20T21:27:33Z,2023-09-20T21:27:33Z,0,Trump ❤❤,0.0
615,@user-jk5ut1yr2x,2023-09-20T21:07:12Z,2023-09-20T21:07:11Z,0,"Are you not honest, why so many bodies with leg problems, if you fall while walking, you will pick up the books",-0.6599
616,@vonhardyracing,2023-09-20T19:19:03Z,2023-09-20T19:19:03Z,7,His last breaths of freedom.,0.6369
617,@debbiekosareff1747,2023-09-20T18:20:47Z,2023-09-20T18:20:47Z,1,We want Trump to save our country from Bidens destruction and spending and inviting the criminals in.,-0.3818
618,@Jack-iu2gl,2023-09-20T15:20:31Z,2023-09-20T15:20:31Z,1,"They&#39;re not after him, they&#39;re after you, he&#39;s just in their way",0.0
619,@blaner9458,2023-09-20T11:48:46Z,2023-09-20T11:48:46Z,2,He&#39;s toast.,0.0
620,@emart6156,2023-09-20T05:55:28Z,2023-09-20T05:55:28Z,0,I hate red ties. Trump the corrupt.,-0.5719
621,@friendlyinetuser5023,2023-09-20T03:42:57Z,2023-09-20T03:42:57Z,0,I love trump,0.6369
622,@machinegungonzerella4310,2023-09-20T02:29:29Z,2023-09-20T02:29:29Z,0,Lock this POS up scumbag,-0.6369
623,@machinegungonzerella4310,2023-09-20T02:29:02Z,2023-09-20T02:29:02Z,1,POS Putin lover,0.5859
624,@user-ek2zo5qe4g,2023-09-20T02:21:36Z,2023-09-20T02:21:36Z,0,I think I&#39;ll watch some video on sweating pipe. I&#39;ve had enough of this orange pig.,0.0
625,@papaqwesi9263,2023-09-20T00:55:30Z,2023-09-20T00:55:30Z,0,Is that erick trump in the white shirt showing his breast thinking he showing his muscles??,0.0
626,@shawkatmirkhodjaev5993,2023-09-19T23:28:41Z,2023-09-19T23:28:41Z,0,Good bless Tramp Best,0.872
627,@JordanFields-jm8hi,2023-09-19T22:31:41Z,2023-09-19T22:31:41Z,0,Love u,0.6369
628,@theoriginalmattman,2023-09-19T21:59:25Z,2023-09-19T21:59:25Z,0,Loser.,-0.5267
629,@aarontomassini7216,2023-09-19T20:39:56Z,2023-09-19T20:39:56Z,0,Trump 2024,0.0
630,@dirk-li6fg,2023-09-19T20:05:13Z,2023-09-19T20:05:13Z,0,"Trump is truth. he don&#39;t hide behind 🕶️🕶️. We love you , look at him walking with pride, clean cut ❤❤❤❤❤",0.8316
631,@guidolebronbaritone,2023-09-19T19:53:14Z,2023-09-19T19:53:13Z,0,Lock that POS up!,0.0
632,@miguelRodriguez-mc8zz,2023-09-19T18:59:39Z,2023-09-19T18:59:39Z,0,Disgrace for the country! Walking free traitor! FDT,0.1739
633,@masonjar706,2023-09-19T13:58:30Z,2023-09-19T13:58:30Z,0,He actually surrendered and then later put no surrender on his poster.  What an ass.,-0.6908
634,@JG-fx8jm,2023-09-19T10:32:36Z,2023-09-19T10:32:36Z,0,"Con man, rapist, liar ...",-0.8481
635,@oskarcruz5690,2023-09-19T04:22:50Z,2023-09-19T04:22:50Z,14,Lock him up..,0.0
636,@maxprivate3805,2023-09-19T03:53:49Z,2023-09-19T03:53:49Z,1,Taking him to prison?,-0.5106
637,@user-sx4nc5bh3f,2023-09-19T03:26:34Z,2023-09-19T03:26:34Z,0,God bless brother❤,0.5994
638,@thomasbennettjr1188,2023-09-19T01:31:51Z,2023-09-19T01:31:50Z,0,Your not American than,0.0
639,@teestan9249,2023-09-18T23:58:19Z,2023-09-18T23:58:19Z,0,T and sons are so unattractive!,-0.6166
640,@abdulmuhammadali6273,2023-09-18T23:39:28Z,2023-09-18T23:39:28Z,0,"Adu domba TrumpET dgn joe abdul biden,,, uraa",0.0
641,@raycampbell162,2023-09-18T20:26:04Z,2023-09-18T20:26:04Z,0,Walk ot shame,-0.4767
642,@phiipborrowdale1099,2023-09-18T19:35:25Z,2023-09-18T19:35:25Z,0,Most ov the Freeworld  is with u Donald ❤🇺🇲🇨🇦🇮🇪🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿💯🙏✝️,0.0
643,@bobnewman534,2023-09-18T18:39:45Z,2023-09-18T18:39:44Z,0,Lock him up. Enough with this cockroach.,0.0
644,@edwardcomiskey6556,2023-09-18T16:26:54Z,2023-09-18T16:26:54Z,0,Sicophants,0.0
645,@zidanmauel4750,2023-09-18T12:55:02Z,2023-09-18T12:55:02Z,0,Trump 2024 🇺🇸🇺🇸🇺🇸,0.0
646,@patriciabidiarachel4985,2023-09-18T12:53:29Z,2023-09-18T12:53:28Z,0,God bless you. The best american président.,0.8442
647,@markkiser4351,2023-09-18T12:21:57Z,2023-09-18T12:21:57Z,0,Baron is a beast,0.0
648,@kingstonban,2023-09-18T08:38:13Z,2023-09-18T08:38:13Z,24,Lock his ass up now please!!,-0.4184
649,@kingstonban,2023-09-18T08:37:34Z,2023-09-18T08:37:34Z,0,😂🤣🤡🤡🤡💩💩💩,0.0
650,@lalringmawii8832,2023-09-18T08:04:17Z,2023-09-18T08:04:17Z,0,Trump 💪🏾🙏🏾🌹,0.0
651,@tolitsdterrible4785,2023-09-18T06:33:34Z,2023-09-18T06:33:34Z,3,The greatest scam artist of all time! 😊,0.2003
652,@dashcamfootages,2023-09-18T01:23:36Z,2023-09-18T01:23:36Z,0,Biden made Trump a hero. 😂 Like come on.,0.7269
653,@frankcortinas5823,2023-09-18T00:07:54Z,2023-09-18T00:07:54Z,0,Treason Attack The White House Send Him To Snake Island 👏👍👏,-0.7184
654,@JayStockse1,2023-09-17T23:46:46Z,2023-09-17T23:46:45Z,0,Trump for 2024 😎🦾🏆🏆🏆,0.0
655,@user-eq8ui4ln4f,2023-09-17T23:11:12Z,2023-09-17T23:11:12Z,0,The hip is at him he has a limp,0.0
656,@user-eq8ui4ln4f,2023-09-17T23:10:03Z,2023-09-17T23:10:03Z,0,Jail the dirty crook,-0.4404
657,@eileengarcia7923,2023-09-17T21:48:59Z,2023-09-17T21:48:59Z,49,LOCK HIM UP,0.0
658,@erlbillz9860,2023-09-17T21:20:19Z,2023-09-17T21:20:19Z,21,We love you Trump,0.6369
659,@robertw1871,2023-09-17T19:29:55Z,2023-09-17T19:29:55Z,0,So there are the 13 people who still aren’t convinced he’s a life long criminal….,0.4019
660,@doomtaker4848,2023-09-17T13:51:00Z,2023-09-17T13:51:00Z,0,"45th president did more positive in 4 years then any president could do in 8. We had No wars ,had the strongest econom the world has see. Less taxs. Cheaper gas hundreds of millions of jobs. He gave to the people not the Corrupted Politicians nor did he see us out like these pos Democraps TRUMP 2024!!",0.6221
661,@challe2821,2023-09-17T05:59:49Z,2023-09-17T05:59:48Z,0,we ❤ you doochebag,0.0
662,@Nutnboujee,2023-09-17T03:47:16Z,2023-09-17T03:47:15Z,1,🤮🤮🤮,0.0
663,@ANNM1957,2023-09-17T02:25:19Z,2023-09-17T02:25:19Z,2,LOCK HIM UP FOR THE REST OF HIS LIFE  &amp; THROW AWAY THE KEYS !!! 🙏🤞,0.0
664,@toallen1,2023-09-17T01:35:03Z,2023-09-17T01:35:03Z,0,Burn baby burn,0.0
665,@mariaamericano8141,2023-09-17T00:08:30Z,2023-09-17T00:08:30Z,0,🫡👌👏,0.0
666,@merovingian688,2023-09-16T19:54:01Z,2023-09-16T19:54:59Z,0,One of Trump’s strategies in business was to get financiers so caught up it was either back out the deal and lose all their money or stick it out to get some of their money back.,-0.4019
667,@merovingian688,2023-09-16T19:51:41Z,2023-09-16T19:56:32Z,0,DESPERATION.   Trumper want return on their investment in Trump or it’s lose it all.,-0.7297
668,@wormlandsbanen,2023-09-16T19:02:07Z,2023-09-16T19:02:07Z,0,Who let him walk away?<br>At least he was at the jail where that idiot should spend the rest of his life!!!,-0.6341
669,@danielodonnell8217,2023-09-16T17:18:43Z,2023-09-16T17:18:43Z,0,Look him up 👇,0.0
670,@Gravyballs2011,2023-09-16T15:29:52Z,2023-09-16T15:29:51Z,0,A half a dozen people? People are leaving the repub party in droves.,0.4019
671,@smilesfordays8946,2023-09-16T15:03:37Z,2023-09-16T15:08:24Z,0,Trump is twenty times greater than Chuck Norris,0.3612
672,@wrthog69,2023-09-16T14:40:48Z,2023-09-16T14:40:47Z,0,tRump the biggest LOSER.,-0.6289
673,@StiffShot,2023-09-16T14:27:04Z,2023-09-16T14:27:04Z,0,I see another future president walking with him.,0.0
674,@joemolina5186,2023-09-16T12:36:54Z,2023-09-16T12:36:54Z,0,Criminal,-0.5267
675,@surojegamberdiyev3160,2023-09-16T07:05:19Z,2023-09-16T07:05:19Z,0,Salam in Uzbekistan Janob Tramp President biz sizni president bo’lishingizni xoxlaymiz siz shunga loyiq insonsiz,0.0
676,@rpmazzella,2023-09-16T06:42:34Z,2023-09-16T06:42:34Z,0,Can someone explain why is is such a great president.  He lied to all of those people that support him about our most scared gift. Free and fair elections.  They are gone forever. Ty Donald,0.9127
677,@rpmazzella,2023-09-16T06:39:32Z,2023-09-16T06:39:31Z,0,Felon,0.0
678,@squanto7795,2023-09-16T04:30:02Z,2023-09-16T04:30:01Z,0,The price he has to pay for putting America first.,-0.1027
679,@user-ql1iu6ui5t,2023-09-16T04:09:22Z,2023-09-16T04:09:22Z,0,👍🎉😊,0.0
680,@richardramsey4521,2023-09-16T03:24:41Z,2023-09-16T03:24:41Z,20,Lock him up.,0.0
681,@carlosmanriquez847,2023-09-16T02:28:23Z,2023-09-16T02:28:23Z,0,The walk of shame for a huge loser,-0.6369
682,@randystevens8683,2023-09-16T02:08:53Z,2023-09-16T02:08:53Z,0,Lock him up,0.0
683,@jennifer3465,2023-09-15T23:34:49Z,2023-09-15T23:34:49Z,2,Lock him up! Trump 20_24YearsInPrison,0.0
684,@jlcmaga6092,2023-09-15T22:52:45Z,2023-09-15T22:52:45Z,0,TRUMP IS AWSOME!!!!!!THE HELL WITH THE HATERS!!@,-0.7762
685,@SL-qg8zr,2023-09-15T22:23:28Z,2023-09-15T22:23:27Z,0,We love you ❤,0.6369
686,@edwardsantos5528,2023-09-15T21:58:35Z,2023-09-15T21:58:34Z,0,❤❤❤❤,0.0
687,@anthonytriana7520,2023-09-15T21:18:05Z,2023-09-15T21:18:05Z,0,MAGA 2024,0.0
688,@mariocondello2353,2023-09-15T20:04:37Z,2023-09-15T20:04:37Z,4,Barron looks so mature,0.5598
689,@marydeherrera8757,2023-09-15T19:41:15Z,2023-09-15T19:41:15Z,0,Yes we love trump he the best we had ever had,0.9022
690,@TheRealBizWiz,2023-09-15T16:00:43Z,2023-09-15T16:00:43Z,8,<b>M A G A:</b> <i>My Ass Got Arrested</i>,-0.5423
691,@ismayilarifoglu6226,2023-09-15T14:09:48Z,2023-09-15T14:09:48Z,1,Lock him up 😅,0.0
692,@user-sl5qt3sd3y,2023-09-15T12:43:50Z,2023-09-15T12:43:49Z,0,Vito and Sonny,0.0
693,@johnramirez5181,2023-09-15T07:43:39Z,2023-09-15T07:43:38Z,3,Traitor Don,0.0
694,@user-ji3cr3fr7l,2023-09-15T07:33:02Z,2023-09-15T07:33:02Z,0,The one that cant be bought.<br>And thats why they hate him,-0.5719
695,@judyforce524,2023-09-15T04:37:01Z,2023-09-15T04:37:01Z,0,Jared and Ivanka&#39;s kids have mug shots of both grandfathers! Talk about a crime family,-0.5848
